OID_,SITEADDID,ADDPTKEY,PREADDRNUM,ADDRNUM,ADDRNUMSUF,UNITTYPE,UNITID,STREET_PREMOD,STREET_PREFIX,STREET_PRE_TYPE,STREET_NAME,STREET_TYPE,STREET_SUFFIX,FULLNAME,FULLADDR,PLACENAME,FIPS,MUNICIPALITY,ESN,PSAP,MSAG_COMMUNITY,USNGCOORD,LAT,LONG,ADDRCLASS,POINTTYPE,CAPTUREMETH,STATUS,LASTUPDATE,PO_NAME,STATE,ZIP_5
3417478,51157000004769.000000000000000,120651314662,,66,,,,,,,HUNTLY ROAD,,,HUNTLY ROAD,66 HUNTLY ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5085601557,38.827096386000051,-78.110291443999984,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417479,51157000004770.000000000000000,120390314958,,116,,,,,,,HUNTLY ROAD,,,HUNTLY ROAD,116 HUNTLY ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5059001848,38.829795385000068,-78.113247965999960,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417480,51157000004771.000000000000000,120702314394,,34,,,,,,,HUNTLY ROAD,,,HUNTLY ROAD,34 HUNTLY ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5091201290,38.824678359000067,-78.109749593999936,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417481,51157000004772.000000000000000,120669314612,,62,,,,,,,HUNTLY ROAD,,,HUNTLY ROAD,62 HUNTLY ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5087501507,38.826645832000047,-78.110093668999980,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417708,51157000004959.000000000000000,119494316578,,15,,,,,,,BLACK ROCK FORD ROAD,,,BLACK ROCK FORD ROAD,15 BLACK ROCK FORD ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4966703454,38.844509887000072,-78.123285874999965,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417709,51157000004960.000000000000000,119604316461,,24,,,,,,,BLACK ROCK FORD ROAD,,,BLACK ROCK FORD ROAD,24 BLACK ROCK FORD ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4977903339,38.843440538000038,-78.122041217999936,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417710,51157000004961.000000000000000,119643316673,,27,,,,,,,BLACK ROCK FORD ROAD,,,BLACK ROCK FORD ROAD,27 BLACK ROCK FORD ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4981403552,38.845350798000020,-78.121560400999954,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417711,51157000004962.000000000000000,120285316743,,98,,,,,,,BLACK ROCK FORD ROAD,,,BLACK ROCK FORD ROAD,98 BLACK ROCK FORD ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5045603632,38.845887673000050,-78.114144671999952,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417712,51157000004963.000000000000000,120000316618,,63,,,,,,,BLACK ROCK FORD ROAD,,,BLACK ROCK FORD ROAD,63 BLACK ROCK FORD ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5017203503,38.844808374000017,-78.117453049999938,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417784,51157000005024.000000000000000,121729314835,,105,,,,,,,WALNUT BRANCH LANE,,,WALNUT BRANCH LANE,105 WALNUT BRANCH LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5193101748,38.828511157000030,-78.097852082999964,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417873,51157000005113.000000000000000,120220316512,,84,,,,,,,BLACK ROCK FORD ROAD,,,BLACK ROCK FORD ROAD,84 BLACK ROCK FORD ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5039403401,38.843822290000048,-78.114937144999942,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417874,51157000005114.000000000000000,119281317571,,14,,,,,,,FIRE RUN LANE,,,FIRE RUN LANE,14 FIRE RUN LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4943704444,38.853487983000029,-78.125567964999959,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417876,51157000005116.000000000000000,119167317608,,10,,,,,,,FIRE RUN LANE,,,FIRE RUN LANE,10 FIRE RUN LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4932204479,38.853836309000030,-78.126878240999986,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417877,51157000005117.000000000000000,119171317937,,51,,,,,,,FIRE RUN LANE,,,FIRE RUN LANE,51 FIRE RUN LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4932104809,38.856800379000049,-78.126776366999934,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417879,51157000005119.000000000000000,119317318617,,125,,,,,,,WITHERS MILL ROAD,,,WITHERS MILL ROAD,125 WITHERS MILL ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4945505491,38.862901897000029,-78.124980243999971,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417880,51157000005120.000000000000000,119701317016,,71,,,,,,,WITHERS MILL ROAD,,,WITHERS MILL ROAD,71 WITHERS MILL ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4986603896,38.848431640000058,-78.120833895999965,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417881,51157000005121.000000000000000,119752317299,,110,,,,,,,WITHERS MILL ROAD,,,WITHERS MILL ROAD,110 WITHERS MILL ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4991304180,38.850976233000040,-78.120193540999935,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417882,51157000005122.000000000000000,119727317551,,122,,,,,,,WITHERS MILL ROAD,,,WITHERS MILL ROAD,122 WITHERS MILL ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4988304431,38.853245826000027,-78.120439245999989,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417883,51157000005123.000000000000000,119830317093,,60,,,,,,,WITHERS MILL ROAD,,,WITHERS MILL ROAD,60 WITHERS MILL ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4999403975,38.849106816000067,-78.119329201999960,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417888,51157000005128.000000000000000,120782314192,,25,,,,,,,GLEN GORDON LANE,,,GLEN GORDON LANE,25 GLEN GORDON LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5099501089,38.822846792000057,-78.108867676999978,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417930,51157000000656.000000000000000,119559315814,,1777,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1777 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4974402691,38.837619657000062,-78.122674763999953,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417931,51157000000657.000000000000000,119398316689,,1852,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1852 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4956803563,38.845521733000048,-78.124379772999987,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417932,51157000000658.000000000000000,119342316376,,1817,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1817 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4951703250,38.842713793000030,-78.125078797999947,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417934,51157000000660.000000000000000,119402316754,,1870,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1870 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4957203629,38.846113631000030,-78.124312614999951,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417937,51157000000663.000000000000000,119327316723,,1861,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1861 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4949703597,38.845842342000019,-78.125183229999948,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417939,51157000000665.000000000000000,119283317066,,1915,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1915 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4944803939,38.848938529000058,-78.125631421999969,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417940,51157000000666.000000000000000,119166317372,,1954,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1954 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4932504243,38.851708919000032,-78.126930058999960,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417942,51157000000668.000000000000000,119202316974,,1909,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1909 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4936703846,38.848122100000069,-78.126589569999965,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417943,51157000000669.000000000000000,119226317505,,1978,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1978 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4938304378,38.852901826000050,-78.126214403999938,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417944,51157000000670.000000000000000,119574316271,,1786,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1786 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4975103148,38.841733705000017,-78.122424757999966,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417945,51157000000671.000000000000000,119543316310,,1798,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1798 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4972003187,38.842087344000049,-78.122770965999962,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417946,51157000000672.000000000000000,119542316337,,1804,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1804 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4971903214,38.842332137000028,-78.122773563999942,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417948,51157000000674.000000000000000,119256316865,,1869,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1869 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4942303738,38.847130979000042,-78.125984335999988,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417949,51157000000675.000000000000000,120610314350,,1524,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1524 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5082001244,38.824290762000032,-78.110818100999950,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417951,51157000000677.000000000000000,119994314388,,1533,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1533 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5020301271,38.824711374000060,-78.117909297999972,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417952,51157000000678.000000000000000,119597316252,,1784,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1784 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4977503130,38.841558595000038,-78.122154539999940,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417953,51157000000679.000000000000000,120375314888,,1600,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1600 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5057601778,38.829166290000039,-78.113429999999937,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417955,51157000000681.000000000000000,120512314597,,1558,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1558 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5071801489,38.826525611000079,-78.111905961999980,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417958,51157000000684.000000000000000,120563314511,,1544,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1544 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5077101404,38.825744251000060,-78.111327874999972,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417960,51157000000686.000000000000000,119740316199,,1780,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1780 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4991903080,38.841067733000038,-78.120516886999951,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417961,51157000000687.000000000000000,120431314468,,1547,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1547 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5063901359,38.825374882000062,-78.112863063999953,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417963,51157000000689.000000000000000,120858314018,,1462,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1462 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2349,7189,HUNTLY,17SQD5107400916,38.821264394000018,-78.108015984999952,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420411,51157000007383.000000000000000,119219317288,,22,,,,,,,HAPPY CREEK LANE,,,HAPPY CREEK LANE,22 HAPPY CREEK LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4938004160,38.850943984000018,-78.126335829999960,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420412,51157000007384.000000000000000,119247317218,,8,,,,,,,HAPPY CREEK LANE,,,HAPPY CREEK LANE,8 HAPPY CREEK LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4940904091,38.850311616000049,-78.126024304999987,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420413,51157000007385.000000000000000,119253317188,,4,,,,,,,HAPPY CREEK LANE,,,HAPPY CREEK LANE,4 HAPPY CREEK LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4941504060,38.850035563000063,-78.125959038999952,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420414,51157000007386.000000000000000,119266317250,,16,,,,,,,HAPPY CREEK LANE,,,HAPPY CREEK LANE,16 HAPPY CREEK LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4942704122,38.850591656000063,-78.125804668999933,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420415,51157000007387.000000000000000,119405316821,,4,,,,,,,WILLIS LANE,,,WILLIS LANE,4 WILLIS LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4957303696,38.846710443000063,-78.124272840999936,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420416,51157000007388.000000000000000,119437316844,,12,,,,,,,WILLIS LANE,,,WILLIS LANE,12 WILLIS LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4960603719,38.846912864000039,-78.123895480999977,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420417,51157000007389.000000000000000,119445316798,,8,,,,,,,WILLIS LANE,,,WILLIS LANE,8 WILLIS LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4961403674,38.846500279000047,-78.123813940999980,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420418,51157000007390.000000000000000,119608316918,,26,,,,,,,WILLIS LANE,,,WILLIS LANE,26 WILLIS LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4977503796,38.847559954000069,-78.121914794999952,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3420993,51157000003729.000000000000000,120299314945,,1611,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1611 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5049901834,38.829693499000030,-78.114292561999946,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421123,51157000007804.000000000000000,120963314548,,48,,,,,,,HOMESTEAD KNOLL LANE,,,HOMESTEAD KNOLL LANE,48 HOMESTEAD KNOLL LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5117001447,38.826021636000057,-78.106721602999983,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421124,51157000007805.000000000000000,120593314606,,65,,,,,,,HUNTLY ROAD,,,HUNTLY ROAD,65 HUNTLY ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5079901499,38.826594712000031,-78.110970189999989,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421169,51157000007848.000000000000000,119497317245,,3,,,,,,,QUAIL ROOST LANE,,,QUAIL ROOST LANE,3 QUAIL ROOST LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4965804121,38.850519593000058,-78.123142428999984,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421170,51157000007849.000000000000000,119468317168,,17,,,,,,,QUAIL ROOST LANE,,,QUAIL ROOST LANE,17 QUAIL ROOST LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4963104044,38.849834375000050,-78.123486437999986,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421172,51157000007850.000000000000000,120431314955,,118,,,,,,,HUNTLY ROAD,,,HUNTLY ROAD,118 HUNTLY ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5063101846,38.829760514000043,-78.112771980999980,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421206,51157000003943.000000000000000,120608314314,,1522,,,,,,,ZACHARY TAYLOR HIGHWAY,,,ZACHARY TAYLOR HIGHWAY,1522 ZACHARY TAYLOR HIGHWAY,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5081901208,38.823966702000057,-78.110847280999963,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421931,51157000008419.000000000000000,119449317650,,113,,,,,,,WITHERS MILL ROAD,,,WITHERS MILL ROAD,113 WITHERS MILL ROAD,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD4960404526,38.854176449000079,-78.123621975999981,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421972,51157000008471.000000000000000,120500315316,,88,,,,,,,MAGNOLIA LANE,,,MAGNOLIA LANE,88 MAGNOLIA LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5069402208,38.833005453000048,-78.111922892999985,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3421973,51157000008472.000000000000000,120623315155,,193,,,,,,,MAGNOLIA LANE,,,MAGNOLIA LANE,193 MAGNOLIA LANE,,51157,Rappahannock County,2394,7189,HUNTLY,17SQD5082002049,38.831539553000020,-78.110529646999964,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417489,51157000004780.000000000000000,125693310138,,62,,,,,,,SWAYBACK LANE,,,SWAYBACK LANE,62 SWAYBACK LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5597597115,38.785647876000041,-78.053038673999936,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3417490,51157000004781.000000000000000,125833310149,,76,,,,,,,SWAYBACK LANE,,,SWAYBACK LANE,76 SWAYBACK LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5611697128,38.785722589000038,-78.051420901999961,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3417491,51157000004782.000000000000000,125056309724,,56,,,,,,,BROOKELIN FARM LANE,,,BROOKELIN FARM LANE,56 BROOKELIN FARM LANE,,51157,Rappahannock County,2349,7189,FLINT HILL,17SQC5534596689,38.782001707000063,-78.060449776999974,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3417492,51157000004783.000000000000000,125293309822,,70,,,,,,,BROOKELIN FARM LANE,,,BROOKELIN FARM LANE,70 BROOKELIN FARM LANE,,51157,Rappahannock County,2349,7189,FLINT HILL,17SQC5558096792,38.782852523000031,-78.057701811999948,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3417494,51157000004785.000000000000000,125246310410,,1859,,,,,,,NORTH POES ROAD,,,NORTH POES ROAD,1859 NORTH POES ROAD,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5552497379,38.788158747000068,-78.058134351999968,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3417495,51157000004786.000000000000000,125728311783,,962,,,,,,,CHANCELLORS ROCK LANE,,,CHANCELLORS ROCK LANE,962 CHANCELLORS ROCK LANE,,51157,Rappahannock County,2349,7189,FLINT HILL,17SQC5598398761,38.800458668000033,-78.052338257999963,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3417789,51157000005029.000000000000000,124935312810,,529,,,,,,,LITTLE LONG MOUNTAIN LANE,,,LITTLE LONG MOUNTAIN LANE,529 LITTLE LONG MOUNTAIN LANE,,51157,Rappahannock County,2349,7189,HUNTLY,17SQC5517299775,38.809824787000018,-78.061289307999971,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417790,51157000005030.000000000000000,124923312832,,535,,,,,,,LITTLE LONG MOUNTAIN LANE,,,LITTLE LONG MOUNTAIN LANE,535 LITTLE LONG MOUNTAIN LANE,,51157,Rappahannock County,2349,7189,HUNTLY,17SQC5516099797,38.810024992000081,-78.061418727999978,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3417791,51157000005031.000000000000000,124969312317,,452,,,,,,,LITTLE LONG MOUNTAIN LANE,,,LITTLE LONG MOUNTAIN LANE,452 LITTLE LONG MOUNTAIN LANE,,51157,Rappahannock County,2349,7189,HUNTLY,17SQC5521599282,38.805371985000079,-78.060984711999936,,,,,2/10/2025 0:00:00,HUNTLY,VA,22640
3418209,51157000005375.000000000000000,126826304555,,51,,,,,,,WOODLAND VALE LANE,,,WOODLAND VALE LANE,51 WOODLAND VALE LANE,,51157,Rappahannock County,2334,7189,AMISSVILLE,17SQC5720191547,38.735183405000043,-78.041015675999972,,,,,2/10/2025 0:00:00,AMISSVILLE,VA,20106
3418210,51157000005376.000000000000000,126444304851,,90,,,,,,,WOODLAND VALE LANE,,,WOODLAND VALE LANE,90 WOODLAND VALE LANE,,51157,Rappahannock County,2334,7189,AMISSVILLE,17SQC5681591837,38.737905679000050,-78.045351859999982,,,,,2/10/2025 0:00:00,AMISSVILLE,VA,20106
3418211,51157000005377.000000000000000,127051304566,,11,,,,,,,WOODLAND VALE LANE,,,WOODLAND VALE LANE,11 WOODLAND VALE LANE,,51157,Rappahannock County,2334,7189,AMISSVILLE,17SQC5742691563,38.735256431000039,-78.038425700999937,,,,,2/10/2025 0:00:00,AMISSVILLE,VA,20106
3418212,51157000005378.000000000000000,127023304892,,18,,,,,,,WOODLAND VALE LANE,,,WOODLAND VALE LANE,18 WOODLAND VALE LANE,,51157,Rappahannock County,2334,7189,AMISSVILLE,17SQC5739391888,38.738194353000040,-78.038685489999978,,,,,2/10/2025 0:00:00,AMISSVILLE,VA,20106
3418403,51157000005551.000000000000000,127536309700,,32,,,,,,,FLINT SPRINGS LANE,,,FLINT SPRINGS LANE,32 FLINT SPRINGS LANE,,51157,Rappahannock County,2343,7189,AMISSVILLE,17SQC5782796707,38.781440469000067,-78.031903327999942,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418404,51157000005552.000000000000000,127576310083,,56,,,,,,,FLINT SPRINGS LANE,,,FLINT SPRINGS LANE,56 FLINT SPRINGS LANE,,51157,Rappahannock County,2343,7189,AMISSVILLE,17SQC5786097091,38.784881799000061,-78.031381412999963,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418405,51157000005553.000000000000000,128237309595,,90,,,,,,,LAST RESORT LANE,,,LAST RESORT LANE,90 LAST RESORT LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5853096613,38.780386544000059,-78.023853061999944,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418406,51157000005554.000000000000000,127955309271,,56,,,,,,,LAST RESORT LANE,,,LAST RESORT LANE,56 LAST RESORT LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5825396285,38.777515536000060,-78.027160186999936,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418407,51157000005555.000000000000000,127866308321,,25,,,,,,,CLOREVIA LANE,,,CLOREVIA LANE,25 CLOREVIA LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5817995333,38.768968613000020,-78.028367087999982,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418408,51157000005556.000000000000000,127906308478,,11,,,,,,,CLOREVIA LANE,,,CLOREVIA LANE,11 CLOREVIA LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5821795491,38.770377396000072,-78.027868679999983,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418409,51157000005557.000000000000000,127781308525,,4,,,,,,,CLOREVIA LANE,,,CLOREVIA LANE,4 CLOREVIA LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5809295535,38.770816436000068,-78.029296896999938,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418410,51157000005558.000000000000000,127943308107,,56,,,,,,,OLD VINEYARD LANE,,,OLD VINEYARD LANE,56 OLD VINEYARD LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5826195120,38.767027990000031,-78.027510726999935,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418411,51157000005559.000000000000000,127581308023,,22,,,,,,,OLD VINEYARD LANE,,,OLD VINEYARD LANE,22 OLD VINEYARD LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5789995030,38.766323918000069,-78.031697217999977,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418412,51157000005560.000000000000000,127058308161,,38,,,,,,,LINDEN LANE,,,LINDEN LANE,38 LINDEN LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5737395159,38.767642662000071,-78.037693924999985,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418413,51157000005561.000000000000000,126367308571,,110,,,,,,,LINDEN LANE,,,LINDEN LANE,110 LINDEN LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5667695558,38.771434011000053,-78.045567576999986,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
3418414,51157000005562.000000000000000,126599308452,,100,,,,,,,LINDEN LANE,,,LINDEN LANE,100 LINDEN LANE,,51157,Rappahannock County,2343,7189,FLINT HILL,17SQC5691095443,38.770324975000051,-78.042914787999962,,,,,2/10/2025 0:00:00,FLINT HILL,VA,22627
