OID_,SITEADDID,ADDPTKEY,PREADDRNUM,ADDRNUM,ADDRNUMSUF,UNITTYPE,UNITID,STREET_PREMOD,STREET_PREFIX,STREET_PRE_TYPE,STREET_NAME,STREET_TYPE,STREET_SUFFIX,FULLNAME,FULLADDR,PLACENAME,FIPS,MUNICIPALITY,ESN,PSAP,MSAG_COMMUNITY,USNGCOORD,LAT,LONG,ADDRCLASS,POINTTYPE,CAPTUREMETH,STATUS,LASTUPDATE,PO_NAME,STATE,ZIP_5
3419570,51157000006609.000000000000000,113292283222,,15,,,,,,,CHILTON LANE,,,CHILTON LANE,15 CHILTON LANE,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4401469981,38.544808405000019,-78.200128263999943,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419574,51157000006613.000000000000000,111083282859,,40,,,,,,,FIR HILL LANE,,,FIR HILL LANE,40 FIR HILL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4181069583,38.541820958000073,-78.225525986999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419575,51157000006614.000000000000000,111200282865,,50,,,,,,,FIR HILL LANE,,,FIR HILL LANE,50 FIR HILL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4192769590,38.541857006000043,-78.224185845999955,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419576,51157000006615.000000000000000,111419282721,,32,,,,,,,POPHAMS FORD ROAD,,,POPHAMS FORD ROAD,32 POPHAMS FORD ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4214869450,38.540532469000020,-78.221696850999933,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419577,51157000006616.000000000000000,110767282219,,194,,,,,,,POPHAMS FORD ROAD,,,POPHAMS FORD ROAD,194 POPHAMS FORD ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4150468936,38.536086170000033,-78.229251550999948,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419578,51157000006617.000000000000000,111634282446,,54,,,,,,,POPHAMS FORD ROAD,,,POPHAMS FORD ROAD,54 POPHAMS FORD ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4236769178,38.538029445000063,-78.219275326999934,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419579,51157000006618.000000000000000,110603282319,,210,,,,,,,POPHAMS FORD ROAD,,,POPHAMS FORD ROAD,210 POPHAMS FORD ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4133869034,38.537014260000028,-78.231121503999987,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419580,51157000006619.000000000000000,112077281925,,41,,,,,,,POPHAMS FORD ROAD,,,POPHAMS FORD ROAD,41 POPHAMS FORD ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4281968664,38.533278280000040,-78.214277159999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419581,51157000006620.000000000000000,111136282380,,124,,,,,,,POPHAMS FORD ROAD,,,POPHAMS FORD ROAD,124 POPHAMS FORD ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4187069103,38.537490996000031,-78.225002827999958,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419582,51157000006621.000000000000000,112436282886,,20,,,,,,,ROCKY LEDGE LANE,,,ROCKY LEDGE LANE,20 ROCKY LEDGE LANE,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4316269631,38.541887678000080,-78.210009037999953,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419583,51157000006622.000000000000000,112505282768,,8,,,,,,,ROCKY LEDGE LANE,,,ROCKY LEDGE LANE,8 ROCKY LEDGE LANE,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4323469515,38.540823432000018,-78.209231783999940,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419584,51157000006623.000000000000000,112462282771,,6,,,,,,,ROCKY LEDGE LANE,,,ROCKY LEDGE LANE,6 ROCKY LEDGE LANE,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4319169516,38.540847656000039,-78.209721692999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419586,51157000006625.000000000000000,113344281934,,15,,,,,,,LA LUNE LANE,,,LA LUNE LANE,15 LA LUNE LANE,,51157,Rappahannock County,2352,7189,SPERRYVILLE,17SQC4408768694,38.533196920000080,-78.199742219999962,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419587,51157000006626.000000000000000,113278282147,,64,,,,,,,LA LUNE LANE,,,LA LUNE LANE,64 LA LUNE LANE,,51157,Rappahannock County,2352,7189,SPERRYVILLE,17SQC4401768906,38.535124602000053,-78.200461317999952,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419599,51157000006638.000000000000000,111670283065,,3225,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3225 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4239369798,38.543600107000032,-78.218768684999986,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419603,51157000006642.000000000000000,111603282913,,3243,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3243 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4232869644,38.542236351000042,-78.219561038999984,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419606,51157000006645.000000000000000,111773282834,,3285,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3285 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4250069568,38.541501530000062,-78.217617741999959,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419609,51157000006648.000000000000000,111846282639,,3288,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3288 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4257669375,38.539741660000061,-78.216812792999974,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419610,51157000006649.000000000000000,112081282685,,3309,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3309 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4281169425,38.540127258000041,-78.214104038999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419611,51157000006650.000000000000000,112149282596,,3322,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3322 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4288069337,38.539313697000068,-78.213348619999977,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419612,51157000006651.000000000000000,112141282547,,3336,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3336 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4287369287,38.538870570000029,-78.213441429999989,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419613,51157000006652.000000000000000,112395282736,,3355,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3355 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4312569481,38.540547981000032,-78.210494069999982,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419618,51157000006657.000000000000000,113171282783,,3464,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3464 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4389969541,38.540873654000052,-78.201593029999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419619,51157000006658.000000000000000,113324282550,,3494,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3494 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4405669310,38.538755542000040,-78.199874657999942,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419624,51157000006663.000000000000000,112599282931,,3389,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3389 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4332569679,38.542273904000069,-78.208124076999979,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419625,51157000006664.000000000000000,112849282701,,3400,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3400 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4357969453,38.540171675000060,-78.205299500999956,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419626,51157000006665.000000000000000,113117282874,,3454,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3454 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4384469630,38.541695533000052,-78.202199367999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419630,51157000006669.000000000000000,112524282602,,3356,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3356 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4325569349,38.539321081000018,-78.209046387999933,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419884,51157000006924.000000000000000,109911283053,,40,,,,,,,BITTERSWEET LANE,,,BITTERSWEET LANE,40 BITTERSWEET LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4063469757,38.543706176000050,-78.238946023999972,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419885,51157000006925.000000000000000,109987282871,,62,,,,,,,BITTERSWEET LANE,,,BITTERSWEET LANE,62 BITTERSWEET LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4071369577,38.542064341000071,-78.238096094999946,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420961,51157000007703.000000000000000,109277283331,,6,,,,,,,PEOLA MILLS ROAD,,,PEOLA MILLS ROAD,6 PEOLA MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3999570024,38.546288211000039,-78.246178350999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3421517,51157000008162.000000000000000,111959282588,,3302,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3302 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4269069325,38.539262657000052,-78.215526260999980,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3421930,51157000008418.000000000000000,112531282767,,3373,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3373 SLATE MILLS ROAD,,51157,Rappahannock County,2325,7189,SPERRYVILLE,17SQC4326069514,38.540805498000047,-78.208932330999971,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419317,51157000006363.000000000000000,109358292900,,37,,,,,,,ASHBY ROAD,,,ASHBY ROAD,37 ASHBY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3991979599,38.632495779000060,-78.243753190999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419318,51157000006364.000000000000000,109037292728,,7,,,,,,,ASHBY ROAD,,,ASHBY ROAD,7 ASHBY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3960079422,38.630986630000052,-78.247468923999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419319,51157000006365.000000000000000,109026292622,,10,,,,,,,ASHBY ROAD,,,ASHBY ROAD,10 ASHBY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3959179316,38.630032379000049,-78.247607419999952,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419320,51157000006366.000000000000000,109841292644,,132,,,,,,,ASHBY ROAD,,,ASHBY ROAD,132 ASHBY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4040679351,38.630129724000028,-78.238246747999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419321,51157000006367.000000000000000,109880292919,,109,,,,,,,ASHBY ROAD,,,ASHBY ROAD,109 ASHBY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4044179626,38.632601327000032,-78.237752723999961,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419322,51157000006368.000000000000000,109147292690,,27,,,,,,,ASHBY ROAD,,,ASHBY ROAD,27 ASHBY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3971179385,38.630629050000039,-78.246211412999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419323,51157000006369.000000000000000,108993292680,,6,,,,,,,ASHBY ROAD,,,ASHBY ROAD,6 ASHBY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3955779373,38.630556137000042,-78.247977523999964,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419324,51157000008425.000000000000000,110147292697,,152,,,,,,,ASHBY LANE,,,ASHBY LANE,152 ASHBY LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4071179409,38.630567371000041,-78.234726763999959,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419325,51157000006371.000000000000000,110090292653,,9,,,,,,,BLACK TWIG LANE,,,BLACK TWIG LANE,9 BLACK TWIG LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4065579364,38.630180839000040,-78.235388615999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419326,51157000006372.000000000000000,108856292024,,40,,,,,,,RUNNING CEDAR LANE,,,RUNNING CEDAR LANE,40 RUNNING CEDAR LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3943178714,38.624661030000020,-78.249658708999959,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419327,51157000006373.000000000000000,108851292321,,68,,,,,,,RUNNING CEDAR LANE,,,RUNNING CEDAR LANE,68 RUNNING CEDAR LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3942179012,38.627343346000032,-78.249663092999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419328,51157000006374.000000000000000,108132290900,,19,,,,,,,HUNGRY HORSE LANE,,,HUNGRY HORSE LANE,19 HUNGRY HORSE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3872577578,38.614627897000048,-78.258140999999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419329,51157000006375.000000000000000,107995290990,,30,,,,,,,HUNGRY HORSE LANE,,,HUNGRY HORSE LANE,30 HUNGRY HORSE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3858677665,38.615449193000067,-78.259706701999960,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419330,51157000006376.000000000000000,107991290818,,59,,,,,,,HUNGRY HORSE LANE,,,HUNGRY HORSE LANE,59 HUNGRY HORSE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3858677494,38.613903400000019,-78.259772692999945,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419331,51157000006377.000000000000000,108449290150,,30,,,,,,,PENNY LANE,,,PENNY LANE,30 PENNY LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3905476833,38.607831630000078,-78.254624182999976,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419332,51157000006378.000000000000000,108305290196,,11,,,,,,,PENNY LANE,,,PENNY LANE,11 PENNY LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3891076876,38.608260937000068,-78.256265813999960,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419333,51157000006379.000000000000000,108621290202,,70,,,,,,,POTTERS RIDGE LANE,,,POTTERS RIDGE LANE,70 POTTERS RIDGE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3922676888,38.608278992000059,-78.252636315999951,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419334,51157000006380.000000000000000,108713289853,,28,,,,,,,POTTERS RIDGE LANE,,,POTTERS RIDGE LANE,28 POTTERS RIDGE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3932376540,38.605124902000050,-78.251640793999968,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419335,51157000006381.000000000000000,108572289705,,15,,,,,,,POTTERS RIDGE LANE,,,POTTERS RIDGE LANE,15 POTTERS RIDGE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3918576390,38.603806745000043,-78.253275375999976,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419339,51157000006383.000000000000000,108453290926,,19,,,,,,,MANAHOAC LANE,,,MANAHOAC LANE,19 MANAHOAC LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3904677609,38.614820071000047,-78.254454314999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419340,51157000006384.000000000000000,108348290630,,26,,,,,,,MANAHOAC LANE,,,MANAHOAC LANE,26 MANAHOAC LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3894577311,38.612165902000072,-78.255708560999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419341,51157000006385.000000000000000,108437290457,,35,,,,,,,MANAHOAC LANE,,,MANAHOAC LANE,35 MANAHOAC LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3903777140,38.610596045000079,-78.254713674999948,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419342,51157000006386.000000000000000,108534290439,,50,,,,,,,MANAHOAC LANE,,,MANAHOAC LANE,50 MANAHOAC LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3913577124,38.610426372000063,-78.253598738999983,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419343,51157000006387.000000000000000,112041290434,,30,,,,,,,JOBBERS MOUNTAIN ROAD,,,JOBBERS MOUNTAIN ROAD,30 JOBBERS MOUNTAIN ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4264377176,38.609946747000038,-78.213337086999957,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419368,51157000006412.000000000000000,110705290475,,96,,,,,,,JUBA MOUNTAIN LANE,,,JUBA MOUNTAIN LANE,96 JUBA MOUNTAIN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4130677195,38.610480370000062,-78.228668079999977,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419369,51157000006413.000000000000000,110431290420,,60,,,,,,,JUBA MOUNTAIN LANE,,,JUBA MOUNTAIN LANE,60 JUBA MOUNTAIN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4103377135,38.610016130000069,-78.231816740999989,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419370,51157000006414.000000000000000,110839290913,,130,,,,,,,JUBA MOUNTAIN LANE,,,JUBA MOUNTAIN LANE,130 JUBA MOUNTAIN LANE,Chevalier Wines LLC,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4143377635,38.614407952000079,-78.227063435999980,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419371,51157000006415.000000000000000,110765291536,,66,,,,,,,YANCEY ROAD,,,YANCEY ROAD,66 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4134978258,38.620032948000073,-78.227805116999946,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419372,51157000006416.000000000000000,110868291670,,68,,,,,,,YANCEY ROAD,,,YANCEY ROAD,68 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4145078393,38.621225090000053,-78.226603636999982,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419373,51157000006417.000000000000000,112380290672,,355,,,,,,,YANCEY ROAD,,,YANCEY ROAD,355 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4297977420,38.612046191000040,-78.209401635999939,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419453,51157000006497.000000000000000,108670291703,,300,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,300 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3925078390,38.621792950000042,-78.251842752999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419461,51157000006505.000000000000000,108189290419,,122,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,122 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3879077098,38.610288176000040,-78.257568898999978,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419462,51157000006506.000000000000000,108355291451,,265,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,265 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3893978133,38.619561033000018,-78.255497068999944,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419463,51157000006507.000000000000000,108206290997,,197,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,197 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3879877676,38.615486208000050,-78.257279100999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419464,51157000006508.000000000000000,108516291896,,345,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,345 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3909278580,38.623548789000040,-78.253587504999985,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419465,51157000006509.000000000000000,108830292746,,473,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,473 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3939379436,38.631172866000043,-78.249846332999937,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419467,51157000006511.000000000000000,109031292867,,480,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,480 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3959279560,38.632236216000017,-78.247516836999978,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419468,51157000006512.000000000000000,108048290019,,81,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,81 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3865676695,38.606698709000050,-78.259241978999967,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419469,51157000006513.000000000000000,108203290824,,175,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,175 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3879877503,38.613926928000069,-78.257339152999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419470,51157000006514.000000000000000,108165290646,,159,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,159 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3876277325,38.612333777000060,-78.257803781999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419471,51157000006515.000000000000000,108757292682,,437,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,437 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3932179370,38.630599272000040,-78.250694332999956,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419472,51157000006516.000000000000000,108767292903,,501,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,501 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3932779592,38.632592948000017,-78.250542386999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419473,51157000006517.000000000000000,108561292264,,385,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,385 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3913278949,38.626860918000027,-78.253003128999978,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419474,51157000006518.000000000000000,108503292089,,361,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,361 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3907678774,38.625293700000043,-78.253703928999983,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419475,51157000006519.000000000000000,108327291645,,275,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,275 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3890878327,38.621315089000063,-78.255790314999956,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419478,51157000006522.000000000000000,110319293391,,14,,,,,,,JENKINS LANE,,,JENKINS LANE,14 JENKINS LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4087280106,38.636803199000042,-78.232635967999954,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419479,51157000006523.000000000000000,110894292891,,112,,,,,,,POORTOWN ROAD,,,POORTOWN ROAD,112 POORTOWN ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4145579615,38.632223956000068,-78.226115758999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419481,51157000006525.000000000000000,111049292861,,128,,,,,,,POORTOWN ROAD,,,POORTOWN ROAD,128 POORTOWN ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4161179587,38.631931617000070,-78.224334161999934,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419482,51157000006526.000000000000000,111275292839,,150,,,,,,,POORTOWN ROAD,,,POORTOWN ROAD,150 POORTOWN ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4183779570,38.631711986000028,-78.221745033999980,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419483,51157000006527.000000000000000,110590293398,,29,,,,,,,POORTOWN ROAD,,,POORTOWN ROAD,29 POORTOWN ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4114380118,38.636832682000033,-78.229521465999937,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419484,51157000006528.000000000000000,110747293031,,76,,,,,,,POORTOWN ROAD,,,POORTOWN ROAD,76 POORTOWN ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4130679753,38.633507512000051,-78.227775249999979,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419487,51157000006532.000000000000000,110523285566,,21,,,,,,,BELLE MEADE LANE,,,BELLE MEADE LANE,21 BELLE MEADE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4120572282,38.566279284000068,-78.231531723999979,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419488,51157000006533.000000000000000,110398285537,,36,,,,,,,BELLE MEADE LANE,,,BELLE MEADE LANE,36 BELLE MEADE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4108072250,38.566032716000052,-78.232965623999974,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419490,51157000006535.000000000000000,110715292754,,110,,,,,,,POORTOWN ROAD,,,POORTOWN ROAD,110 POORTOWN ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4127879475,38.631009296000059,-78.228196444999980,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
